issn_l_prefixed,issn_l,title,issns,publisher,subject,subject_top_three,subjects_all,subscribed,is_society_journal,usage,subscription_cost,ill_cost,cpu,cpu_rank,cost,instant_usage_percent,free_instant_usage_percent,subscription_minus_ill_cost,use_oa_percent,use_backfile_percent,use_subscription_percent,use_ill_percent,use_other_delayed_percent,perpetual_access_years_text,baseline_access_text,bronze_oa_embargo_months,downloads,citations,authorships,cpu_fuzzed,subscription_cost_fuzzed,subscription_minus_ill_cost_fuzzed,usage_fuzzed,downloads_fuzzed,citations_fuzzed,authorships_fuzzed
issn:0306-4530,0306-4530,Psychoneuroendocrinology,"['0306-4530', '1873-3360']",Elsevier BV,Medicine,"Biology,Medicine,Psychology","[[""C71924100"",""Medicine""], [""C15744967"",""Psychology""], [""C86803240"",""Biology""], [""C185592680"",""Chemistry""], [""C41008148"",""Computer science""]]",False,True,886,6074.6,120.6209,27.876794,188.0,120.6209,75.895,76,5954,30,46,0,1,23,2016-2025,,,589,15.8,1.4,medium,medium,medium,medium,medium,high,high
issn:0140-7007,0140-7007,International Journal of Refrigeration,"['0140-7007', '1879-2081']",Elsevier BV,Physics,"Engineering,Physics,Thermodynamics","[[""C39432304"",""Environmental science""], [""C33923547"",""Mathematics""], [""C86803240"",""Biology""], [""C127313418"",""Geology""], [""C121332964"",""Physics""], [""C127413603"",""Engineering""], [""C192562407"",""Materials science""], [""C185592680"",""Chemistry""], [""C41008148"",""Computer science""], [""C205649164"",""Geography""]]",False,True,299,3418.0,93.1489,27.912655,189.0,93.1489,60.211,60,3325,17,43,0,2,38,2016-2025,,,275,2.4,0.0,medium,low,low,low,low,low,low
issn:0375-9474,0375-9474,Nuclear physics. A,"['0375-9474', '1873-1554']",,Physics,"Nuclear physics,Physics,Quantum mechanics","[[""C121332964"",""Physics""], [""C127413603"",""Engineering""], [""C33923547"",""Mathematics""], [""C185592680"",""Chemistry""], [""C41008148"",""Computer science""], [""C192562407"",""Materials science""], [""C86803240"",""Biology""]]",False,False,352,5469.2,62.9372,28.337028,190.0,62.9372,45.8125,46,5406,8,38,0,3,51,2016-2025,,,137,11.6,1.0,medium,medium,medium,low,low,medium,high
issn:0169-4332,0169-4332,Applied surface science,"['0169-4332', '1873-5584']",,Materials science,"Chemistry,Materials science,Physics","[[""C127313418"",""Geology""], [""C41008148"",""Computer science""], [""C192562407"",""Materials science""], [""C121332964"",""Physics""], [""C185592680"",""Chemistry""], [""C127413603"",""Engineering""], [""C86803240"",""Biology""]]",False,False,1961,24414.6,608.8908,28.354182,191.0,608.8908,57.1949,57,23806,15,42,0,2,41,2016-2025,,,1673,16.8,1.2,medium,high,high,high,high,high,high
issn:0961-9534,0961-9534,Biomass and Bioenergy,"['0961-9534', '1873-2909']",Elsevier BV,Biology,"Biology,Ecology,Engineering","[[""C86803240"",""Biology""], [""C127413603"",""Engineering""], [""C185592680"",""Chemistry""], [""C39432304"",""Environmental science""], [""C127313418"",""Geology""], [""C121332964"",""Physics""], [""C192562407"",""Materials science""], [""C205649164"",""Geography""]]",False,False,813,5583.2,129.8683,28.43158,192.0,129.8683,76.4213,76,5453,29,48,0,1,22,2016-2025,,,648,16.6,0.0,medium,medium,medium,medium,medium,high,low
issn:0047-2352,0047-2352,Journal of Criminal Justice,"['0047-2352', '1873-6203']",Elsevier BV,Psychology,"Political science,Psychology,Sociology","[[""C15744967"",""Psychology""], [""C144024400"",""Sociology""], [""C17744445"",""Political science""], [""C71924100"",""Medicine""], [""C41008148"",""Computer science""], [""C86803240"",""Biology""], [""C162324750"",""Economics""], [""C33923547"",""Mathematics""], [""C138885662"",""Philosophy""], [""C205649164"",""Geography""], [""C95457728"",""History""], [""C121332964"",""Physics""], [""C127413603"",""Engineering""]]",False,False,654,2666.6,45.1677,28.61562,193.0,45.1677,85.9966,86,2621,29,57,0,1,13,2016-2025,,,379,21.8,0.6,medium,low,low,medium,low,high,high
issn:1387-1811,1387-1811,Microporous and Mesoporous Materials,"['1387-1811', '1873-3093']",Elsevier BV,Chemistry,"Chemistry,Materials science,Organic chemistry","[[""C185592680"",""Chemistry""], [""C192562407"",""Materials science""], [""C86803240"",""Biology""], [""C127413603"",""Engineering""], [""C121332964"",""Physics""], [""C127313418"",""Geology""], [""C41008148"",""Computer science""]]",False,True,768,9640.0,243.4902,29.219192,194.0,243.4902,58.1309,58,9397,13,45,0,2,40,2016-2025,,,684,6.4,0.2,medium,high,high,medium,medium,low,medium
issn:1878-5476,1878-5476,Psychology of sport and exercise,"['1878-5476', '1469-0292']",Elsevier BV,Psychology,"Medicine,Psychology,Social psychology","[[""C15744967"",""Psychology""], [""C71924100"",""Medicine""], [""C86803240"",""Biology""], [""C138885662"",""Philosophy""], [""C41008148"",""Computer science""], [""C17744445"",""Political science""], [""C33923547"",""Mathematics""], [""C162324750"",""Economics""], [""C144024400"",""Sociology""], [""C121332964"",""Physics""], [""C205649164"",""Geography""], [""C127413603"",""Engineering""]]",False,False,401,1865.4,38.5001,29.324697,195.0,38.5001,84.4744,84,1827,52,33,0,1,15,2016-2025,,,292,5.0,0.6,medium,low,low,low,low,low,high
issn:0043-1354,0043-1354,Water Research,"['0043-1354', '1879-2448']",Elsevier BV,Chemistry,"Biology,Chemistry,Engineering","[[""C185592680"",""Chemistry""], [""C86803240"",""Biology""], [""C127413603"",""Engineering""], [""C39432304"",""Environmental science""], [""C127313418"",""Geology""], [""C121332964"",""Physics""], [""C192562407"",""Materials science""], [""C71924100"",""Medicine""], [""C41008148"",""Computer science""]]",False,True,1868,15078.4,324.777,29.357373,196.0,324.777,73.0896,73,14754,30,43,0,1,26,2016-2025,,,1420,32.8,1.2,medium,high,high,high,high,high,high
issn:0161-813X,0161-813X,NeuroToxicology,"['0161-813X', '1872-9711']",Elsevier BV,Medicine,"Biology,Internal medicine,Medicine","[[""C71924100"",""Medicine""], [""C86803240"",""Biology""], [""C185592680"",""Chemistry""], [""C15744967"",""Psychology""], [""C121332964"",""Physics""], [""C192562407"",""Materials science""]]",False,False,186,1539.2,22.7139,29.437152,197.0,22.7139,72.2683,72,1516,28,44,0,1,26,2016-2025,,,96,9.0,0.0,medium,low,low,low,low,medium,low
issn:0017-9310,0017-9310,International Journal of Heat and Mass Transfer/International journal of heat and mass transfer,"['0017-9310', '1879-2189']",,Physics,"Materials science,Physics,Thermodynamics","[[""C121332964"",""Physics""], [""C192562407"",""Materials science""], [""C127413603"",""Engineering""], [""C205649164"",""Geography""], [""C185592680"",""Chemistry""], [""C33923547"",""Mathematics""], [""C41008148"",""Computer science""], [""C86803240"",""Biology""], [""C127313418"",""Geology""]]",False,False,1691,17493.2,417.6175,29.866186,198.0,417.6175,66.1824,66,17076,22,44,0,2,32,2016-2025,,,1453,19.8,0.4,medium,high,high,high,high,high,medium
issn:0167-8116,0167-8116,International Journal of Research in Marketing,"['0167-8116', '1873-8001']",Elsevier BV,Business,"Business,Computer science,Marketing","[[""C127413603"",""Engineering""], [""C144024400"",""Sociology""], [""C144133560"",""Business""], [""C41008148"",""Computer science""], [""C162324750"",""Economics""], [""C33923547"",""Mathematics""], [""C138885662"",""Philosophy""], [""C17744445"",""Political science""], [""C15744967"",""Psychology""], [""C86803240"",""Biology""], [""C121332964"",""Physics""]]",False,True,263,1534.2,39.2614,29.931637,199.0,39.2614,81.0033,81,1495,44,37,0,1,18,2016-2025,,,243,2.0,0.0,medium,low,low,low,low,low,low
issn:0743-0167,0743-0167,Journal of Rural Studies,"['0743-0167', '1873-1392']",Elsevier BV,Economics,"Economics,Geography,Political science","[[""C162324750"",""Economics""], [""C17744445"",""Political science""], [""C205649164"",""Geography""], [""C86803240"",""Biology""], [""C144024400"",""Sociology""], [""C95457728"",""History""], [""C144133560"",""Business""], [""C138885662"",""Philosophy""], [""C41008148"",""Computer science""], [""C71924100"",""Medicine""], [""C121332964"",""Physics""], [""C15744967"",""Psychology""], [""C33923547"",""Mathematics""], [""C127413603"",""Engineering""], [""C127313418"",""Geology""]]",False,False,583,2652.8,57.9011,30.019085,200.0,57.9011,85.1792,85,2595,63,23,0,1,14,2016-2025,,,460,8.4,0.4,medium,low,low,low,low,medium,medium
issn:1055-7903,1055-7903,Molecular Phylogenetics and Evolution,"['1055-7903', '1095-9513']",Elsevier BV,Biology,"Biology,Chemistry,Genetics","[[""C86803240"",""Biology""], [""C185592680"",""Chemistry""], [""C127313418"",""Geology""], [""C71924100"",""Medicine""], [""C144024400"",""Sociology""]]",False,False,450,2900.8,45.8218,30.229534,201.0,45.8218,79.03,79,2855,36,43,0,1,20,2016-2025,,,257,15.4,0.4,medium,low,low,low,low,high,medium
issn:0269-7491,0269-7491,Environmental Pollution,"['0269-7491', '1873-6424']",Elsevier BV,Biology,"Biology,Chemistry,Ecology","[[""C86803240"",""Biology""], [""C185592680"",""Chemistry""], [""C39432304"",""Environmental science""], [""C127313418"",""Geology""], [""C121332964"",""Physics""], [""C71924100"",""Medicine""], [""C127413603"",""Engineering""], [""C205649164"",""Geography""], [""C192562407"",""Materials science""]]",False,False,1025,13988.4,280.7612,30.325108,202.0,280.7612,55.8826,56,13708,23,32,0,2,42,2016-2025,,,749,19.6,0.8,medium,high,high,medium,medium,high,high
issn:0167-9236,0167-9236,Decision Support Systems,"['0167-9236', '1873-5797']",Elsevier BV,Computer science,"Computer science,Economics,Mathematics","[[""C41008148"",""Computer science""], [""C33923547"",""Mathematics""], [""C162324750"",""Economics""], [""C127413603"",""Engineering""], [""C144133560"",""Business""], [""C17744445"",""Political science""], [""C138885662"",""Philosophy""], [""C86803240"",""Biology""], [""C121332964"",""Physics""], [""C15744967"",""Psychology""], [""C205649164"",""Geography""]]",False,False,420,3216.0,64.2466,30.460635,203.0,64.2466,75.379,75,3152,25,51,0,1,23,2016-2025,,,307,5.4,0.6,medium,low,low,low,low,low,high
issn:0377-8401,0377-8401,Animal Feed Science and Technology,"['0377-8401', '1873-2216']",Elsevier BV,Biology,"Animal science,Biology,Chemistry","[[""C86803240"",""Biology""], [""C185592680"",""Chemistry""], [""C71924100"",""Medicine""], [""C121332964"",""Physics""], [""C192562407"",""Materials science""], [""C205649164"",""Geography""], [""C127313418"",""Geology""]]",False,False,975,8006.8,191.6464,30.480035,204.0,191.6464,73.712,74,7815,30,44,0,1,25,2016-2025,,,858,9.8,0.2,medium,high,high,medium,medium,medium,medium
issn:0955-2219,0955-2219,Journal of the European Ceramic Society,"['0955-2219', '1873-619X']",Elsevier BV,Materials science,"Chemistry,Composite material,Materials science","[[""C192562407"",""Materials science""], [""C185592680"",""Chemistry""], [""C121332964"",""Physics""], [""C127413603"",""Engineering""], [""C127313418"",""Geology""], [""C86803240"",""Biology""], [""C41008148"",""Computer science""], [""C33923547"",""Mathematics""]]",False,True,761,9158.8,229.9466,30.753251,205.0,229.9466,61.8597,62,8929,21,41,0,2,36,2016-2025,,,709,5.2,0.0,high,high,high,medium,medium,low,low
issn:1369-703X,1369-703X,Biochemical Engineering Journal,"['1369-703X', '1873-295X']",Elsevier BV,Chemistry,"Biology,Chemistry,Organic chemistry","[[""C185592680"",""Chemistry""], [""C86803240"",""Biology""], [""C121332964"",""Physics""], [""C127413603"",""Engineering""], [""C127313418"",""Geology""], [""C192562407"",""Materials science""], [""C71924100"",""Medicine""], [""C39432304"",""Environmental science""]]",False,False,386,4586.2,97.429,30.86365,206.0,97.429,62.3134,62,4489,15,47,0,2,36,2016-2025,,,304,4.2,0.4,high,medium,medium,low,low,low,medium
issn:0012-365X,0012-365X,Discrete Mathematics,"['0012-365X', '1872-681X']",Elsevier BV,Mathematics,"Combinatorics,Discrete mathematics,Mathematics","[[""C33923547"",""Mathematics""], [""C41008148"",""Computer science""], [""C121332964"",""Physics""], [""C138885662"",""Philosophy""]]",False,False,394,4414.0,60.1021,31.021544,207.0,60.1021,64.3791,64,4354,50,14,0,2,34,2016-2025,,48,199,5.6,1.4,high,medium,medium,low,low,low,high
issn:0966-842X,0966-842X,Trends in Microbiology,"['0966-842X', '1878-4380']",Elsevier BV,Biology,"Biology,Chemistry,Genetics","[[""C86803240"",""Biology""], [""C185592680"",""Chemistry""], [""C71924100"",""Medicine""], [""C127313418"",""Geology""], [""C121332964"",""Physics""]]",False,False,557,4207.8,90.8487,31.915831,208.0,90.8487,76.8286,77,4117,43,34,0,1,22,2016-2025,,,461,9.6,0.0,high,medium,medium,low,low,medium,low
issn:0191-8869,0191-8869,Personality and Individual Differences,"['0191-8869', '1873-3549']",Elsevier BV,Psychology,"Developmental psychology,Psychology,Social psychology","[[""C15744967"",""Psychology""], [""C71924100"",""Medicine""], [""C86803240"",""Biology""], [""C41008148"",""Computer science""], [""C138885662"",""Philosophy""], [""C33923547"",""Mathematics""], [""C17744445"",""Political science""], [""C144024400"",""Sociology""], [""C162324750"",""Economics""], [""C121332964"",""Physics""]]",False,True,1701,8795.6,198.1474,31.986448,209.0,198.1474,84.1981,84,8597,44,40,0,1,15,2016-2025,,,1475,18.6,0.4,high,high,high,high,high,high,medium
issn:0041-624X,0041-624X,Ultrasonics,"['0041-624X', '1874-9968']",Elsevier BV,Physics,"Acoustics,Materials science,Physics","[[""C121332964"",""Physics""], [""C192562407"",""Materials science""], [""C127413603"",""Engineering""], [""C41008148"",""Computer science""], [""C71924100"",""Medicine""], [""C185592680"",""Chemistry""], [""C33923547"",""Mathematics""], [""C86803240"",""Biology""], [""C127313418"",""Geology""]]",False,False,456,4160.8,82.6863,32.036645,210.0,82.6863,72.0946,72,4078,27,45,0,1,27,2016-2025,,,349,2.8,0.8,high,medium,medium,low,low,low,high
issn:0022-3093,0022-3093,Journal of non-crystalline solids,"['0022-3093', '1873-4812']",Elsevier BV,Materials science,"Chemistry,Materials science,Physics","[[""C192562407"",""Materials science""], [""C121332964"",""Physics""], [""C185592680"",""Chemistry""], [""C127413603"",""Engineering""], [""C86803240"",""Biology""], [""C127313418"",""Geology""], [""C41008148"",""Computer science""]]",False,False,1029,11062.4,217.0849,33.074123,211.0,217.0849,68.144,68,10845,12,56,0,2,30,2016-2025,,,802,14.8,0.8,high,high,high,medium,medium,medium,high
issn:0165-232X,0165-232X,Cold Regions Science and Technology,"['0165-232X', '1872-7441']",Elsevier BV,Geology,"Engineering,Geology,Physics","[[""C127313418"",""Geology""], [""C127413603"",""Engineering""], [""C121332964"",""Physics""], [""C205649164"",""Geography""], [""C86803240"",""Biology""], [""C39432304"",""Environmental science""], [""C192562407"",""Materials science""], [""C41008148"",""Computer science""], [""C185592680"",""Chemistry""], [""C33923547"",""Mathematics""], [""C95457728"",""History""]]",False,False,319,3915.4,66.7824,33.114364,212.0,66.7824,63.5825,64,3849,22,42,0,2,35,2016-2025,,,216,8.4,0.2,high,medium,medium,low,low,medium,medium
issn:0277-9536,0277-9536,Social Science & Medicine,"['0277-9536', '1873-5347']",Elsevier BV,Medicine,"Medicine,Political science,Sociology","[[""C95457728"",""History""], [""C71924100"",""Medicine""], [""C144024400"",""Sociology""], [""C17744445"",""Political science""], [""C15744967"",""Psychology""], [""C162324750"",""Economics""], [""C86803240"",""Biology""], [""C138885662"",""Philosophy""], [""C33923547"",""Mathematics""], [""C41008148"",""Computer science""], [""C205649164"",""Geography""]]",False,False,1183,14204.0,297.1403,33.263652,213.0,297.1403,64.6503,65,13907,1,64,0,2,34,2016-2025,,,989,13.4,0.6,high,high,high,high,high,medium,high
issn:0196-8904,0196-8904,Energy Conversion and Management,"['0196-8904', '1879-2227']",Elsevier BV,Engineering,"Engineering,Physics,Thermodynamics","[[""C127413603"",""Engineering""], [""C121332964"",""Physics""], [""C86803240"",""Biology""], [""C185592680"",""Chemistry""], [""C39432304"",""Environmental science""], [""C192562407"",""Materials science""], [""C41008148"",""Computer science""], [""C205649164"",""Geography""], [""C33923547"",""Mathematics""], [""C127313418"",""Geology""]]",False,False,952,12419.6,261.399,34.225155,214.0,261.399,62.694,63,12158,22,41,0,2,35,2016-2025,,,824,12.8,0.0,high,high,high,medium,medium,medium,low
issn:0010-4655,0010-4655,Computer Physics Communications,"['0010-4655', '1879-2944']",Elsevier BV,Physics,"Computer science,Mathematics,Physics","[[""C121332964"",""Physics""], [""C33923547"",""Mathematics""], [""C41008148"",""Computer science""], [""C127413603"",""Engineering""], [""C185592680"",""Chemistry""], [""C192562407"",""Materials science""], [""C86803240"",""Biology""]]",False,False,831,7596.2,123.0844,34.260812,215.0,123.0844,73.7464,74,7473,24,50,0,1,25,2016-2025,,,552,24.0,0.4,high,high,high,medium,medium,high,medium
issn:0301-4215,0301-4215,Energy Policy,"['0301-4215', '1873-6777']",Elsevier BV,Economics,"Biology,Economics,Engineering","[[""C138885662"",""Philosophy""], [""C162324750"",""Economics""], [""C127413603"",""Engineering""], [""C86803240"",""Biology""], [""C144133560"",""Business""], [""C121332964"",""Physics""], [""C17744445"",""Political science""], [""C33923547"",""Mathematics""], [""C205649164"",""Geography""], [""C41008148"",""Computer science""], [""C127313418"",""Geology""], [""C95457728"",""History""], [""C39432304"",""Environmental science""]]",False,False,1114,7706.6,154.6275,34.371662,216.0,154.6275,80.2807,80,7552,33,47,0,1,19,2016-2025,,,923,15.2,0.4,high,high,high,high,high,medium,medium
issn:0959-3780,0959-3780,Global Environmental Change,"['0959-3780', '1872-9495']",Elsevier BV,Biology,"Biology,Ecology,Economics","[[""C86803240"",""Biology""], [""C162324750"",""Economics""], [""C205649164"",""Geography""], [""C17744445"",""Political science""], [""C127313418"",""Geology""], [""C39432304"",""Environmental science""], [""C41008148"",""Computer science""], [""C144133560"",""Business""], [""C95457728"",""History""], [""C144024400"",""Sociology""], [""C121332964"",""Physics""], [""C138885662"",""Philosophy""], [""C127413603"",""Engineering""], [""C15744967"",""Psychology""], [""C71924100"",""Medicine""], [""C33923547"",""Mathematics""]]",False,False,487,2639.0,50.5595,34.63563,217.0,50.5595,84.6593,85,2588,60,25,0,1,15,2016-2025,,,388,10.0,0.0,high,low,low,low,low,medium,low
issn:0009-2509,0009-2509,Chemical engineering science,"['0009-2509', '1873-4405']",Elsevier BV,Physics,"Chemistry,Engineering,Physics","[[""C121332964"",""Physics""], [""C185592680"",""Chemistry""], [""C127413603"",""Engineering""], [""C192562407"",""Materials science""], [""C86803240"",""Biology""], [""C33923547"",""Mathematics""], [""C41008148"",""Computer science""], [""C127313418"",""Geology""], [""C205649164"",""Geography""]]",False,False,1562,16323.2,336.6497,34.944384,218.0,336.6497,70.7168,71,15987,20,51,0,1,28,2016-2025,,,1353,17.0,0.4,high,high,high,high,high,high,medium
issn:0032-5910,0032-5910,Powder Technology,"['0032-5910', '1873-328X']",Elsevier BV,Engineering,"Engineering,Materials science,Physics","[[""C127413603"",""Engineering""], [""C192562407"",""Materials science""], [""C121332964"",""Physics""], [""C185592680"",""Chemistry""], [""C127313418"",""Geology""], [""C86803240"",""Biology""], [""C33923547"",""Mathematics""], [""C41008148"",""Computer science""], [""C205649164"",""Geography""]]",False,True,857,11473.0,209.9076,35.083679,219.0,209.9076,62.5534,63,11263,20,43,0,2,36,2016-2025,,,659,13.8,0.6,high,high,high,medium,medium,medium,high
issn:0925-5273,0925-5273,International Journal of Production Economics,"['0925-5273', '1873-7579']",Elsevier BV,Computer science,"Business,Computer science,Economics","[[""C41008148"",""Computer science""], [""C162324750"",""Economics""], [""C144133560"",""Business""], [""C127413603"",""Engineering""], [""C33923547"",""Mathematics""], [""C17744445"",""Political science""], [""C86803240"",""Biology""], [""C121332964"",""Physics""], [""C138885662"",""Philosophy""]]",False,False,714,7579.8,148.0041,35.289685,220.0,148.0041,70.5048,71,7432,29,42,0,1,28,2016-2025,,,590,10.4,0.2,high,high,high,medium,medium,medium,medium
issn:0272-7757,0272-7757,Economics of Education Review,"['0272-7757', '1873-7382']",Elsevier BV,Economics,"Economics,Mathematics,Political science","[[""C162324750"",""Economics""], [""C17744445"",""Political science""], [""C33923547"",""Mathematics""], [""C15744967"",""Psychology""], [""C144024400"",""Sociology""], [""C144133560"",""Business""], [""C41008148"",""Computer science""], [""C71924100"",""Medicine""], [""C138885662"",""Philosophy""], [""C121332964"",""Physics""], [""C86803240"",""Biology""], [""C127413603"",""Engineering""], [""C205649164"",""Geography""]]",False,False,356,2520.2,55.6879,35.527602,221.0,55.6879,80.4968,80,2465,30,51,0,1,19,2016-2025,,,336,2.0,0.0,high,low,low,low,low,low,low
issn:0749-6419,0749-6419,International Journal of Plasticity,"['0749-6419', '1879-2154']",Elsevier BV,Materials science,"Composite material,Materials science,Physics","[[""C192562407"",""Materials science""], [""C121332964"",""Physics""], [""C127413603"",""Engineering""], [""C185592680"",""Chemistry""], [""C127313418"",""Geology""], [""C33923547"",""Mathematics""], [""C86803240"",""Biology""], [""C205649164"",""Geography""]]",False,False,632,6250.6,121.9985,35.851696,222.0,121.9985,72.9708,73,6129,30,43,0,1,26,2016-2025,,,531,6.2,0.4,high,medium,medium,medium,medium,low,medium
issn:0927-7757,0927-7757,Colloids and Surfaces A Physicochemical and Engineering Aspects,"['0927-7757', '1873-4359']",Elsevier BV,Chemistry,"Chemistry,Materials science,Physics","[[""C185592680"",""Chemistry""], [""C192562407"",""Materials science""], [""C121332964"",""Physics""], [""C127413603"",""Engineering""], [""C86803240"",""Biology""], [""C127313418"",""Geology""], [""C41008148"",""Computer science""], [""C33923547"",""Mathematics""]]",False,False,983,19427.8,394.0857,37.044341,223.0,394.0857,47.7044,48,19034,8,39,0,3,50,2016-2025,,,887,5.6,0.4,high,high,high,medium,high,low,medium
issn:0925-7535,0925-7535,Safety Science,"['0925-7535', '1879-1042']",Elsevier BV,Medicine,"Computer science,Engineering,Medicine","[[""C71924100"",""Medicine""], [""C127413603"",""Engineering""], [""C41008148"",""Computer science""], [""C17744445"",""Political science""], [""C162324750"",""Economics""], [""C144133560"",""Business""], [""C121332964"",""Physics""], [""C86803240"",""Biology""], [""C33923547"",""Mathematics""], [""C15744967"",""Psychology""], [""C205649164"",""Geography""], [""C138885662"",""Philosophy""]]",False,False,330,3926.4,79.9299,37.197249,224.0,79.9299,68.6808,69,3846,37,32,0,2,30,2016-2025,,,300,3.0,0.0,high,medium,medium,low,low,low,low
issn:0168-1591,0168-1591,Applied Animal Behaviour Science,"['0168-1591', '1872-9045']",Elsevier BV,Biology,"Biology,Ecology,Medicine","[[""C86803240"",""Biology""], [""C71924100"",""Medicine""], [""C15744967"",""Psychology""], [""C127313418"",""Geology""], [""C205649164"",""Geography""], [""C185592680"",""Chemistry""], [""C127413603"",""Engineering""], [""C41008148"",""Computer science""], [""C121332964"",""Physics""], [""C33923547"",""Mathematics""], [""C144024400"",""Sociology""]]",False,True,1006,6545.8,121.4039,37.401523,225.0,121.4039,82.9183,83,6424,50,33,0,1,16,2016-2025,,,836,13.0,0.4,high,medium,medium,medium,medium,medium,medium
issn:0022-4596,0022-4596,Journal of Solid State Chemistry,"['0022-4596', '1095-726X']",Elsevier BV,Chemistry,"Chemistry,Materials science,Physics","[[""C185592680"",""Chemistry""], [""C121332964"",""Physics""], [""C192562407"",""Materials science""], [""C127413603"",""Engineering""], [""C86803240"",""Biology""], [""C127313418"",""Geology""], [""C41008148"",""Computer science""]]",False,False,1082,12702.0,237.9569,37.862628,226.0,237.9569,69.5703,70,12464,8,61,0,2,29,2016-2025,,,920,16.2,0.0,high,high,high,medium,high,high,low
issn:0010-938X,0010-938X,Corrosion Science,"['0010-938X', '1879-0496']",Elsevier BV,Chemistry,"Chemistry,Materials science,Organic chemistry","[[""C86803240"",""Biology""], [""C127313418"",""Geology""], [""C185592680"",""Chemistry""], [""C192562407"",""Materials science""], [""C121332964"",""Physics""], [""C127413603"",""Engineering""]]",False,False,705,9992.2,175.7008,37.938161,227.0,175.7008,63.3022,63,9816,21,42,0,2,35,2016-2025,,,563,10.2,0.4,high,high,high,medium,medium,medium,medium
issn:0021-9673,0021-9673,Journal of chromatography A/Journal of chromatography,"['0021-9673', '1873-3778']",,Chemistry,"Chemistry,Chromatography,Organic chemistry","[[""C185592680"",""Chemistry""], [""C121332964"",""Physics""], [""C86803240"",""Biology""], [""C192562407"",""Materials science""], [""C33923547"",""Mathematics""], [""C127413603"",""Engineering""], [""C71924100"",""Medicine""], [""C41008148"",""Computer science""]]",False,False,2436,23158.0,392.8027,38.557597,228.0,392.8027,75.7634,76,22765,18,57,0,1,23,2016-2025,,,1907,21.0,3.2,high,high,high,high,high,high,high
issn:0968-0004,0968-0004,Trends in Biochemical Sciences,"['0968-0004', '1362-4326']",Elsevier BV,Biology,"Biochemistry,Biology,Chemistry","[[""C86803240"",""Biology""], [""C185592680"",""Chemistry""], [""C121332964"",""Physics""], [""C71924100"",""Medicine""]]",False,False,520,3802.4,66.7994,38.825682,229.0,66.7994,81.5108,82,3736,43,39,0,1,18,2016-2025,,,425,7.6,0.2,high,medium,medium,low,low,medium,medium
issn:0142-9612,0142-9612,Biomaterials,"['0142-9612', '1878-5905']",Elsevier BV,Materials science,"Biology,Chemistry,Materials science","[[""C192562407"",""Materials science""], [""C185592680"",""Chemistry""], [""C86803240"",""Biology""], [""C71924100"",""Medicine""], [""C127413603"",""Engineering""], [""C121332964"",""Physics""]]",False,False,1415,16266.6,268.2096,38.893815,230.0,268.2096,70.9307,71,15998,25,46,0,1,28,2016-2025,,,1085,29.0,0.4,high,high,high,high,high,high,medium
issn:0168-9452,0168-9452,Plant Science,"['0168-9452', '1873-2259']",Elsevier BV,Biology,"Biochemistry,Biology,Chemistry","[[""C86803240"",""Biology""], [""C185592680"",""Chemistry""], [""C121332964"",""Physics""], [""C71924100"",""Medicine""], [""C127313418"",""Geology""]]",False,False,827,10253.8,158.6679,39.337303,231.0,158.6679,68.9534,69,10095,19,50,0,2,29,2016-2025,,,601,18.6,0.4,high,high,high,medium,medium,high,medium
issn:0889-9746,0889-9746,Journal of Fluids and Structures,"['0889-9746', '1095-8622']",Elsevier BV,Physics,"Engineering,Mechanics,Physics","[[""C121332964"",""Physics""], [""C127413603"",""Engineering""], [""C33923547"",""Mathematics""], [""C205649164"",""Geography""], [""C41008148"",""Computer science""], [""C192562407"",""Materials science""], [""C86803240"",""Biology""]]",False,False,260,3068.2,41.6037,40.039406,232.0,41.6037,70.8897,71,3027,30,41,0,1,28,2016-2025,,,168,7.2,0.2,high,low,low,low,low,medium,medium
issn:0379-0738,0379-0738,Forensic Science International,"['0379-0738', '1872-6283']",Elsevier BV,Medicine,"Biology,Chemistry,Medicine","[[""C71924100"",""Medicine""], [""C86803240"",""Biology""], [""C185592680"",""Chemistry""], [""C205649164"",""Geography""], [""C95457728"",""History""], [""C121332964"",""Physics""], [""C15744967"",""Psychology""], [""C41008148"",""Computer science""], [""C144024400"",""Sociology""], [""C33923547"",""Mathematics""], [""C127413603"",""Engineering""]]",False,False,786,7117.6,122.9515,40.255821,233.0,122.9515,77.8946,78,6995,31,46,0,1,21,2016-2025,,,654,9.2,0.4,high,medium,medium,medium,medium,medium,medium
issn:0145-2134,0145-2134,Child Abuse & Neglect,"['0145-2134', '1873-7757']",Elsevier BV,Medicine,"Environmental health,Medicine,Psychology","[[""C71924100"",""Medicine""], [""C15744967"",""Psychology""], [""C17744445"",""Political science""], [""C144024400"",""Sociology""], [""C86803240"",""Biology""], [""C33923547"",""Mathematics""], [""C41008148"",""Computer science""]]",False,True,625,5277.2,93.132,40.371733,234.0,93.132,79.4689,79,5184,42,38,0,1,20,2016-2025,,,534,7.2,0.2,high,medium,medium,medium,medium,medium,medium
